;;;;;;;;;;;;AdjustHair;BrushingHair;FastWalk;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;WalkingBackwards;;;;AdjustHair;BrushingHair;FastWalk;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;WalkingBackwards;;;;AdjustHair;BrushingHair;FastWalk;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;WalkingBackwards;;;;;;;;;;;;;;;;;;;;;;;;AdjustHair;BrushingHair;FastWalk;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;WalkingBackwards;;;;AdjustHair;BrushingHair;FastWalk;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;WalkingBackwards;;;;AdjustHair;BrushingHair;FastWalk;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;WalkingBackwards;;;;;;;;;;;;;;;;AdjustHair;BrushHair;FastWalk;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;WalkingBackwards;;;;AdjustHair;AdjustingCloth;BeingApathetic;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqE;DressUndress;Drinking;FastWalk;Idle;JumpingJacks;LieDownGetUpSitting;LieDownGetUpStanding;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SitDownGetUp;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards;;;;AdjustHair;AdjustingCloth;BeingApathetic;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqE;DressUndress;Drinking;FastWalk;Idle;JumpingJacks;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards;
;;;;;;;;;;;;8.73E-06;8.27E-06;0.001896914;0.100465651;0.000695164;0.000932606;3.16E-05;0.033772448;0.000422938;;;;1.67E-05;4.99E-06;0.02398421;0.01001603;8.17E-05;8.47E-05;1.85E-05;0.012919049;0.001010813;;;;7.25E-05;2.92E-05;0.281433096;0.045149298;0.001776753;9.06E-05;5.26E-05;0.017168422;0.008750616;;;;;;;;;;;;;;;;;;;;;;;;3.75E-05;6.06E-06;0.001772382;0.018453319;0.131151626;0.000141208;4.16E-05;0.040866876;0.00593788;;;;0.028680888;0.032346774;0.938844636;2.86E-07;2.36E-06;5.85E-05;2.05E-06;4.63E-05;1.03E-06;;;;1.53E-05;4.93E-05;0.000956887;0.131875808;0.000362325;2.34E-06;1.09E-05;0.012724815;0.113376431;;;;;;;;;;;;;;;;0.005125404;0.050511878;0.003752217;0.008434251;2.74E-05;4.63E-05;1.71E-06;0.034386979;0.00224415;;;;2.06E-11;1.30E-10;8.65E-11;8.62E-09;4.07E-12;2.05E-07;8.17E-12;7.59E-09;0.000102636;4.01E-05;1.02E-10;2.95E-07;2.59E-08;0.004043562;1.27E-08;3.10E-05;2.36E-07;1.76E-13;4.53E-07;6.89E-06;1.97E-07;3.79E-13;1.85E-09;4.76E-12;7.76E-13;0.000129082;5.43E-09;8.51E-10;1.30E-06;3.34E-07;;;;2.47E-08;8.96E-07;4.32E-08;9.11E-05;2.13E-06;4.24E-06;0.000321997;0.002666544;0.034571622;0.001664544;2.98E-07;4.54E-05;0.000121513;0.018828397;1.40E-07;2.42E-07;2.65E-06;1.12E-05;0.000652514;9.25E-07;1.19E-05;6.36E-06;0.000171391;0.018655001;2.65E-05;2.38E-05;1.78E-05;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;;;;;;;;;;;;;;;;;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;;;;;;;;;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;;;;;;;;;;;;;;;;;;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;CNNLSTM;10;WalkingBackwards;30 min;100;100;120;30-10-2020;;;;;CNNLSTM;10;WalkingBackwards;30 min;100;100;60;31-10-2020;;;;;CNNLSTM;10;WalkingBackwards;30 min;100;100;30;31-10-2020;;;;;;;;;;;;;;;;;;;;;;;;;CNNLSTM;10;WalkingBackwards;10 min;100;100;120;31-10-2020;;;;;CNNLSTM;10;WalkingBackwards;10 min;100;100;30;31-10-2020;;;;;CNNLSTM;10;WalkingBackwards;20 min;100;100;120;31-10-2020;;;;;;;;;;;;;;;;;CNNLSTM;10;WalkingBackwards;30 min;100;400;120;31-10-2020;;;;;CNNLSTM;31;DanceSeqE;20 min;200;400;120;31-10-2020;;;;;;;;;;;;;;;;;;;;;;;;;;CNNLSTM;31;DanceSeqE;20 min;200;400;30;31-10-2020;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;STATS;FOR;WalkingBackwards;;;;;;;;;;STATS;FOR;WalkingBackwards;;;;;;;;;;STATS;FOR;WalkingBackwards;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;STATS;FOR;WalkingBackwards;;;;;;;;;;STATS;FOR;WalkingBackwards;;;;;;;;;;STATS;FOR;WalkingBackwards;;;;;;;;;;;;;;;;;;;;;;STATS;FOR;WalkingBackwards;;;;;;;;;;STATS;FOR;DanceSeqE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;STATS;FOR;DanceSeqE;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;;;;;;;;;;;;;;;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;;;;;;;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;;;;;;;;;;;;;;;;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;449;393;56;87.52783964;0.861145811;62.34553095;;;;;;;449;418;31;93.09576837;0.931091593;30.93987466;;;;;;;449;431;18;95.99109131;0.948235133;23.2424255;;;;;;;;;;;;;;;;;;;;;;;;;;;449;312;137;69.48775056;0.67772775;144.7002403;;;;;;;449;0;449;0;0.000375976;448.8311867;;;;;;;449;424;25;94.43207127;0.941046617;26.47006878;;;;;;;;;;;;;;;;;;;449;372;77;82.85077951;0.834326562;74.38737355;;;;;;;478;478;0;100;0.992285117;3.687714159;;;;;;;;;;;;;;;;;;;;;;;;;;;;523;521;2;99.61759082;0.989732441;5.369933456;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;;;;;;;;;;;;;;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;;;;;;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;AdjustHair;BrushingHair;FastWalk;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;;;;AdjustHair;BrushingHair;FastWalk;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;;;;AdjustHair;BrushingHair;FastWalk;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;;;;;;;;;;;;;;;;;;;;;;;;AdjustHair;BrushingHair;FastWalk;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;;;;AdjustHair;BrushingHair;FastWalk;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;;;;AdjustHair;BrushingHair;FastWalk;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;;;;;;;;;;;;;;;;AdjustHair;BrushHair;FastWalk;Idle;JumpingJacks;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;;;;AdjustHair;AdjustingCloth;BeingApathetic;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DressUndress;Drinking;FastWalk;Idle;JumpingJacks;LieDownGetUpSitting;LieDownGetUpStanding;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SitDownGetUp;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards;;;;AdjustHair;AdjustingCloth;BeingApathetic;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DressUndress;Drinking;FastWalk;Idle;JumpingJacks;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards;
;;;;;;;;;;;;2.08E-06;1.43E-06;0.034457519;0.000404989;0.001598182;4.64E-06;0.000122002;7.62E-06;0.102255725;;;;5.51E-06;5.32E-06;0.016571844;0.000103221;8.97E-05;5.56E-07;1.02E-05;4.11E-06;0.052117952;;;;2.20E-06;6.19E-06;0.037184598;0.000223548;0.00095976;6.03E-06;1.68E-05;3.48E-06;0.013362235;;;;;;;;;;;;;;;;;;;;;;;;0.000150619;6.92E-05;0.21672608;0.000100061;0.003127739;1.49E-06;1.53E-05;9.60E-07;0.10208073;;;;0.036302541;0.066809877;0.892191728;2.34E-06;0.003426285;0.000562904;4.45E-05;0.000232047;5.18E-05;;;;7.41E-07;1.61E-05;8.20E-05;0.003308909;1.80E-05;1.16E-06;9.80E-07;2.39E-05;0.055501647;;;;;;;;;;;;;;;;1.11E-06;1.37E-05;0.004638879;0.000105679;9.40E-05;3.94E-05;1.27E-06;6.43E-06;0.16077292;;;;5.25E-09;1.19E-09;1.56E-08;7.38E-05;1.19E-07;0.000975737;1.26E-06;1.65E-05;0.000250548;0.0008666;2.34E-11;0.000418666;1.40E-06;0.004642453;2.40E-09;7.36E-07;1.31E-05;1.17E-10;2.98E-08;4.11E-05;2.56E-08;3.55E-10;1.37E-05;1.11E-09;8.47E-10;0.000391209;1.43E-06;4.18E-06;4.11E-09;2.28E-06;;;;2.13E-06;1.89E-06;2.12E-09;9.44E-09;5.17E-08;6.98E-05;2.16E-08;2.60E-05;0.00072452;0.007868611;4.11E-06;4.77E-05;1.21E-06;0.001272344;4.74E-07;1.25E-07;3.76E-06;0.00013714;3.18E-07;2.48E-08;1.26E-07;5.40E-08;7.96E-05;3.06E-07;6.81E-06;4.78E-06;1.58E-05;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;TOTAL;MODEL;PERFORMANCE;;;;;;;;;;TOTAL;MODEL;PERFORMANCE;;;;;;;;;;TOTAL;MODEL;PERFORMANCE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TOTAL;MODEL;PERFORMANCE;;;;;;;;;;TOTAL;MODEL;PERFORMANCE;;;;;;;;;;TOTAL;MODEL;PERFORMANCE;;;;;;;;;;;;;;;;;;;;;;TOTAL;MODEL;PERFORMANCE;;;;;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;;;;;;;;;;;;;;;;;;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CNNLSTM;31;DressUndress;20 min;200;400;120;31-10-2020;;;;;;;;;;;;;;;;;;;;;;;;;;CNNLSTM;31;DressUndress;20 min;200;400;30;31-10-2020;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;;;;;;;;;;;;;;;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;;;;;;;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;456;358.7;97.3;77.61709309;0.772330456;99.31458721;;;;;;;459;371.1;87.9;80.55063686;0.79572216;92.39019407;;;;;;;460.5;360.5;100;78.1990149;0.774991084;103.1766852;;;;;;;;;;;;;;;;;;;;;;;;;;;456;286.5;169.5;63.59606285;0.63137973;171.4821908;;;;;;;460.5;76;384.5;16.52170813;0.166005068;384.1563199;;;;;;;456;331.8;124.2;73.08527829;0.721741409;128.316203;;;;;;;;;;;;;;;;;;;483.8;422.1;61.7;87.26423526;0.874994626;60.48948534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;STATS;FOR;DressUndress;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;STATS;FOR;DressUndress;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;;;;;;;;;;;;;;;;;;;;;;#Predictions;#Right Predictions;#Wrong Predictions;Accuracy;AVG Precision;Loss;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;415;415;0;100;0.998754399;0.516924381;;;;;;;;;;;;;;;;;;;;;;;;;;;;460;460;0;100;0.997721399;1.048156261;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AVG;Precision;For;Other;Labels;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;AdjustHair;AdjustingCloth;BeingApathetic;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DanceSeqE;Drinking;FastWalk;Idle;JumpingJacks;LieDownGetUpSitting;LieDownGetUpStanding;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SitDownGetUp;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards;;;;AdjustHair;AdjustingCloth;BeingApathetic;BeingSad;BrushHair;Clapping;DanceSeqA;DanceSeqB;DanceSeqC;DanceSeqE;Drinking;FastWalk;Idle;JumpingJacks;LotionOnArms;LotionOnFace;LyingIdle;OpenHeartWalking;RollingOnFloor;RunningFingersHead;SittingArmsDown;SittingCrossedArms;SlowWalk;Streatch;StrockingChinOther;TurningSlowly;WalkingBackwards;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.08E-10;2.27E-07;2.11E-09;2.94E-08;1.37E-08;2.05E-05;9.72E-09;3.30E-05;2.83E-05;0.000274233;3.56E-11;1.04E-07;0.00026508;2.11E-05;5.29E-06;0.00050394;3.42E-05;2.61E-10;3.23E-08;1.24E-05;1.32E-06;3.48E-10;3.31E-05;5.86E-08;2.10E-08;5.88E-06;1.97E-07;9.63E-09;6.04E-06;3.99E-07;;;;7.28E-08;0.000217744;1.29E-08;5.43E-08;1.97E-08;4.50E-05;4.34E-08;8.94E-05;4.45E-06;7.11E-05;9.63E-08;5.14E-06;0.000142588;6.32E-05;1.14E-05;5.15E-09;6.98E-08;4.98E-05;4.30E-07;3.24E-07;3.69E-08;6.08E-08;0.000256781;1.04E-07;3.46E-07;0.001261818;5.85E-05;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;;;;;;;;;;;;;;;;;;;;;;Model Type;#Labels;Label;Label test video length;#Batch size;Epoch;Frames pr clip;Date;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CNNLSTM;31;Drinking;20 min;200;400;120;31-10-2020;;;;;;;;;;;;;;;;;;;;;;;;;;CNNLSTM;31;Drinking;20 min;200;400;30;31-10-2020;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;STATS;FOR;Drinking;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;STATS;FOR;Drinking;;;;;;;;;;;;;;;;;;;;;;;
